site_code	in_cosd	in_hes	source
RY220	TRUE	FALSE	COSD only
RY301	TRUE	TRUE	both
RY302	FALSE	TRUE	HES only
RY303	TRUE	TRUE	both
RY304	FALSE	TRUE	HES only
RY305	FALSE	TRUE	HES only
RY306	FALSE	TRUE	HES only
RY307	FALSE	TRUE	HES only
RY308	TRUE	TRUE	both
RY309	FALSE	TRUE	HES only
RY310	FALSE	TRUE	HES only
RY311	FALSE	TRUE	HES only
RY312	FALSE	TRUE	HES only
RY601	TRUE	TRUE	both
RY602	FALSE	TRUE	HES only
RY603	FALSE	TRUE	HES only
RY604	TRUE	TRUE	both
RY605	TRUE	TRUE	both
RY606	TRUE	TRUE	both
RY607	FALSE	TRUE	HES only
RY608	TRUE	TRUE	both
RY609	FALSE	TRUE	HES only
RY610	TRUE	TRUE	both
RY611	FALSE	TRUE	HES only
RY612	FALSE	TRUE	HES only
RY619	TRUE	FALSE	COSD only
RY620	TRUE	FALSE	COSD only
RY901	FALSE	TRUE	HES only
RY902	FALSE	TRUE	HES only
RY903	FALSE	TRUE	HES only
RY904	FALSE	TRUE	HES only
RY905	TRUE	TRUE	both
RY906	TRUE	TRUE	both
RY907	FALSE	TRUE	HES only
RY908	FALSE	TRUE	HES only
RY909	FALSE	TRUE	HES only
RY910	FALSE	TRUE	HES only
RY911	TRUE	TRUE	both
RY912	TRUE	TRUE	both
RY915	TRUE	FALSE	COSD only
RY917	TRUE	FALSE	COSD only
RY920	TRUE	FALSE	COSD only
RZ001	FALSE	TRUE	HES only
RZ002	FALSE	TRUE	HES only
RZ003	FALSE	TRUE	HES only
RZ004	FALSE	TRUE	HES only
RZ005	TRUE	TRUE	both
RZ006	FALSE	TRUE	HES only
RZ007	TRUE	TRUE	both
RZ008	FALSE	TRUE	HES only
RZ009	FALSE	TRUE	HES only
RZ010	FALSE	TRUE	HES only
RZ011	FALSE	TRUE	HES only
RZ012	TRUE	TRUE	both
RZ014	TRUE	FALSE	COSD only
RZ017	TRUE	FALSE	COSD only
RZ019	TRUE	FALSE	COSD only
RZ101	FALSE	TRUE	HES only
RZ102	TRUE	TRUE	both
RZ103	TRUE	TRUE	both
RZ104	FALSE	TRUE	HES only
RZ105	FALSE	TRUE	HES only
RZ106	FALSE	TRUE	HES only
RZ107	FALSE	TRUE	HES only
RZ108	FALSE	TRUE	HES only
RZ109	FALSE	TRUE	HES only
RZ110	FALSE	TRUE	HES only
RZ111	FALSE	TRUE	HES only
RZ112	FALSE	TRUE	HES only
RZ201	FALSE	TRUE	HES only
RZ202	TRUE	TRUE	both
RZ203	TRUE	TRUE	both
RZ204	FALSE	TRUE	HES only
RZ205	FALSE	TRUE	HES only
RZ206	FALSE	TRUE	HES only
RZ207	FALSE	TRUE	HES only
RZ208	TRUE	TRUE	both
RZ209	TRUE	TRUE	both
RZ210	TRUE	TRUE	both
RZ211	FALSE	TRUE	HES only
RZ212	FALSE	TRUE	HES only
RZ214	TRUE	FALSE	COSD only
RZ215	TRUE	FALSE	COSD only
RZ217	TRUE	FALSE	COSD only
RZ501	FALSE	TRUE	HES only
RZ502	FALSE	TRUE	HES only
RZ503	FALSE	TRUE	HES only
RZ504	TRUE	TRUE	both
RZ505	FALSE	TRUE	HES only
RZ506	FALSE	TRUE	HES only
RZ507	FALSE	TRUE	HES only
RZ508	FALSE	TRUE	HES only
RZ509	FALSE	TRUE	HES only
RZ510	FALSE	TRUE	HES only
RZ511	FALSE	TRUE	HES only
RZ512	FALSE	TRUE	HES only
RZ519	TRUE	FALSE	COSD only
RZ601	FALSE	TRUE	HES only
RZ602	FALSE	TRUE	HES only
RZ603	FALSE	TRUE	HES only
RZ604	FALSE	TRUE	HES only
RZ605	FALSE	TRUE	HES only
RZ606	FALSE	TRUE	HES only
RZ607	FALSE	TRUE	HES only
RZ608	FALSE	TRUE	HES only
RZ609	FALSE	TRUE	HES only
RZ610	TRUE	TRUE	both
RZ611	FALSE	TRUE	HES only
RZ612	FALSE	TRUE	HES only
RZ618	TRUE	FALSE	COSD only
RZ801	TRUE	TRUE	both
RZ802	TRUE	TRUE	both
RZ803	FALSE	TRUE	HES only
RZ804	FALSE	TRUE	HES only
RZ805	FALSE	TRUE	HES only
RZ806	FALSE	TRUE	HES only
RZ807	FALSE	TRUE	HES only
RZ808	FALSE	TRUE	HES only
RZ809	FALSE	TRUE	HES only
RZ810	FALSE	TRUE	HES only
RZ811	FALSE	TRUE	HES only
RZ812	FALSE	TRUE	HES only
RZ815	TRUE	FALSE	COSD only
RZZ01	TRUE	FALSE	COSD only
ZZ201	TRUE	FALSE	COSD only
