"site_code","name","parent_trust","trust_is_prefix","parent_from_ods","status","is_hospital_site","record_class","primary_role","predecessor","found"
"RTFDJ","ALNWICK COMMUNITY HOSPITAL","RTF",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RLKDJ",TRUE
"RTFDR","HEXHAM GENERAL HOSPITAL","RTF",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RCKDR",TRUE
"RTFED","WANSBECK HOSPITAL","RTF",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RLKED",TRUE
"RTFFS","NORTH TYNESIDE GENERAL HOSPITAL","RTF",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RLCFS",TRUE
"RTG02","BURTON HOSPITAL","RTG",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RTG10","CHESTERFIELD ROYAL HOSPITAL","RTG",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RTGFG","ROYAL DERBY HOSPITAL","RTG",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RFPFG",TRUE
"RTH00",NA,"RTH",TRUE,FALSE,"not in ODS",FALSE,NA,NA,NA,FALSE
"RTH01",NA,"RTH",TRUE,FALSE,"not in ODS",FALSE,NA,NA,NA,FALSE
"RTH02","CHURCHILL HOSPITAL","RTH",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RNX02",TRUE
"RTH03","NUFFIELD ORTHOPAEDIC CENTRE","RTH",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RTH05","HORTON GENERAL HOSPITAL","RTH",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RH305",TRUE
"RTH08","JOHN RADCLIFFE HOSPITAL","RTH",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RNX08",TRUE
"RTK01","ST PETER'S HOSPITAL","RTK",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RDV01",TRUE
"RTK02","ASHFORD HOSPITAL","RTK",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RCY03",TRUE
"RTP02","CRAWLEY HOSPITAL","RTP",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RHE04",TRUE
"RTP04","EAST SURREY HOSPITAL","RTP",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RHH11",TRUE
"RTQ03","GLOUCESTERSHIRE ROYAL HOSPITAL","RTQ",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RTQ57","ST MARYS","RTQ",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RH766",TRUE
"RTR00",NA,"RTR",TRUE,FALSE,"not in ODS",FALSE,NA,NA,NA,FALSE
"RTR45","FRIARAGE HOSPITAL SITE","RTR",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RCA45",TRUE
"RTRAT","THE JAMES COOK UNIVERSITY HOSPITAL","RTR",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RCJAT",TRUE
"RTRDA","DARLINGTON MEMORIAL HOSPITAL","RTR",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RTV1G","SOUTHPORT & FORMBY DISTRICT GENERAL HOSPITAL","RTV",TRUE,TRUE,"Inactive",TRUE,"RC2","RO198",NA,TRUE
"RTVX5","AINTREE UNIVERSITY HOSPITAL","RTV",TRUE,TRUE,"Inactive",TRUE,"RC2","RO198",NA,TRUE
"RTX01","QUEEN VICTORIA HOSPITAL","RTX",TRUE,TRUE,"Active",TRUE,"RC2","RO198","REV01",TRUE
"RTX02","ROYAL LANCASTER INFIRMARY","RTX",TRUE,TRUE,"Active",TRUE,"RC2","RO198","REV02",TRUE
"RTXBU","FURNESS GENERAL HOSPITAL","RTX",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RM8BU",TRUE
"RTXBW","WESTMORLAND GENERAL HOSPITAL","RTX",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RE5BW",TRUE
"RV3CP","ST MARY'S HOSPITAL","RV3",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RVJ01","SOUTHMEAD HOSPITAL","RVJ",TRUE,TRUE,"Active",TRUE,"RC2","RO198","REE01",TRUE
"RVJJ8","WESTON GENERAL HOSPITAL","RVJ",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RVJV5","CHELTENHAM GENERAL HOSPITAL","RVJ",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RVL01","BARNET HOSPITAL","RVL",TRUE,TRUE,"Inactive",TRUE,"RC2","RO198","RDC01",TRUE
"RVR05","ST HELIER HOSPITAL","RVR",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RAZ05",TRUE
"RVR50","EPSOM HOSPITAL","RVR",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RA104",TRUE
"RVRA4","FRIMLEY PARK HOSPITAL","RVR",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RVV01","WILLIAM HARVEY HOSPITAL (ASHFORD)","RVV",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RPF01",TRUE
"RVV02","BUCKLAND HOSPITAL","RVV",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RPF02",TRUE
"RVV03","ROYAL VICTORIA HOSPITAL (FOLKESTONE)","RVV",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RPF03",TRUE
"RVV09","QUEEN ELIZABETH THE QUEEN MOTHER HOSPITAL","RVV",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RGV03",TRUE
"RVV22","WHITSTABLE HEALTH CENTRE","RVV",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RVVH4","ONCOLOGY QEQM","RVV",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RVVKC","KENT & CANTERBURY HOSPITAL","RVV",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RGWKC",TRUE
"RVVP2","THE BMI CHAUCER HOSPITAL","RVV",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RVW00",NA,"RVW",TRUE,FALSE,"not in ODS",FALSE,NA,NA,NA,FALSE
"RVWAA","UNIVERSITY HOSPITAL OF HARTLEPOOL","RVW",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RRYAA",TRUE
"RVWAE","UNIVERSITY HOSPITAL OF NORTH TEES","RVW",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RCHAE",TRUE
"RVY01","SOUTHPORT & FORMBY DISTRICT GENERAL HOSPITAL","RVY",TRUE,TRUE,"Active",TRUE,"RC2","RO198","REQ12",TRUE
"RVY02","ORMSKIRK & DISTRICT GENERAL HOSPITAL","RVY",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RJV01",TRUE
"RW3MR","MANCHESTER ROYAL INFIRMARY","RW3",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RW301",TRUE
"RW3TR","TRAFFORD GENERAL HOSPITAL","RW3",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RW5GJ","BLACKPOOL VICTORIA HOSPITAL","RW5",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RW600",NA,"RW6",TRUE,FALSE,"not in ODS",FALSE,NA,NA,NA,FALSE
"RW601","FAIRFIELD GENERAL HOSPITAL","RW6",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RW602","NORTH MANCHESTER GENERAL HOSPITAL","RW6",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RW603","ROYAL OLDHAM HOSPITAL","RW6",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RW604","ROCHDALE INFIRMARY","RW6",TRUE,TRUE,"Active",TRUE,"RC2","RO198","REZ01",TRUE
"RWA01","HULL ROYAL INFIRMARY","RWA",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RF201",TRUE
"RWA16","CASTLE HILL HOSPITAL","RWA",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RF316",TRUE
"RWA66","SPIRE HULL AND EAST RIDING HOSPITALS","RWA",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RWA73","YORK TEACHING HOSPITAL","RWA",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RWDAA","COUNTY HOSPITAL LOUTH","RWD",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RRXAA",TRUE
"RWDDA","LINCOLN COUNTY HOSPITAL","RWD",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RRXDA",TRUE
"RWDLA","PILGRIM HOSPITAL","RWD",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RK1LA",TRUE
"RWDLP","GRANTHAM & DISTRICT HOSPITAL","RWD",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RQULP",TRUE
"RWEAA","LEICESTER ROYAL INFIRMARY","RWE",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RFDAA",TRUE
"RWEAE","GLENFIELD HOSPITAL","RWE",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RFLAE",TRUE
"RWEAK","LEICESTER GENERAL HOSPITAL","RWE",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RFBAK",TRUE
"RWELL","LOUGHBOROUGH HOSPITAL","RWE",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RWF03","THE MAIDSTONE HOSPITAL","RWF",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RG101",TRUE
"RWFHQ","MAIDSTONE & TUNBRIDGE WELLS NHS TRUST HQ","RWF",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RWFTW","THE TUNBRIDGE WELLS HOSPITAL","RWF",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RWG02","WATFORD GENERAL HOSPITAL","RWG",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RQL02",TRUE
"RWG03","ST ALBANS CITY HOSPITAL","RWG",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RPW02",TRUE
"RWG08","HEMEL HEMPSTEAD HOSPITAL","RWG",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RPW08",TRUE
"RWH01","LISTER HOSPITAL","RWH",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RAQ01",TRUE
"RWH04","MOUNT VERNON CANCER CENTRE","RWH",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RWH20","QUEEN ELIZABETH I I HOSPITAL","RWH",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RC420",TRUE
"RWHDD","THE LISTER HOSPITAL SURGICENTRE","RWH",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RWJ01","STOCKPORT NHS FOUNDATION TRUST","RWJ",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RWJ09","STEPPING HILL HOSPITAL","RWJ",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RWP01","ALEXANDRA HOSPITAL","RWP",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RM901",TRUE
"RWP31","KIDDERMINSTER HOSPITAL","RWP",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RJB01",TRUE
"RWP50","WORCESTERSHIRE ROYAL HOSPITAL","RWP",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RWR97","LISTER HOSPITAL","RWR",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RWR98","HEMEL HEMPSTEAD GENERAL HOSPITAL","RWR",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RWWHG","HALTON HOSPITAL NIGHTINGALE BUILDING","RWW",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RJSHG",TRUE
"RWWWH","WARRINGTON HOSPITAL","RWW",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RKC81",TRUE
"RWX80","KING EDWARD VII","RWX",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RWY01","HUDDERSFIELD ROYAL INFIRMARY","RWY",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RGB01",TRUE
"RWY02","CALDERDALE ROYAL HOSPITAL","RWY",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RWYA4","SPIRE HOSPITAL","RWY",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RWYL7","ACRE MILL","RWY",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RX1CC","NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST - CITY CAMPUS","RX1",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RX1RA","NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST - QUEEN'S MEDICAL CENTRE CAMPUS","RX1",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RX1TC","NOTTINGHAM TREATMENT CENTRE (EPACT ONLY)","RX1",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RX1ZZ","NOTTINGHAM NHS TREATMENT CENTRE","RX1",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RX2N2","ROYAL SUSSEX COUNTY HOSPITAL","RX2",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RX2XL","KENT AND CANTERBURY HOSPITAL","RX2",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RX3FA","UNIVERSITY HOSPITAL OF NORTH TEES","RX3",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RXC01","CONQUEST HOSPITAL","RXC",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RDM01",TRUE
"RXC02","EASTBOURNE DISTRICT GENERAL HOSPITAL","RXC",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RDL01",TRUE
"RXF00",NA,"RXF",TRUE,FALSE,"not in ODS",FALSE,NA,NA,NA,FALSE
"RXF03","PONTEFRACT GENERAL INFIRMARY","RXF",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RR403",TRUE
"RXF05","PINDERFIELDS GENERAL HOSPITAL","RXF",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RR405",TRUE
"RXF10","DEWSBURY & DISTRICT HOSPITAL","RXF",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RMW10",TRUE
"RXH01","ROYAL SUSSEX COUNTY HOSPITAL","RXH",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RGU01",TRUE
"RXH05","BRIGHTON GENERAL HOSPITAL","RXH",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RGU05",TRUE
"RXH09","PRINCESS ROYAL HOSPITAL","RXH",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RXH19","SUSSEX NUFFIELD HOSPITAL","RXH",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RXH63","THE MONTEFIORE HOSPITAL","RXH",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RXK00",NA,"RXK",TRUE,FALSE,"not in ODS",FALSE,NA,NA,NA,FALSE
"RXK01","SANDWELL GENERAL HOSPITAL","RXK",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RNE01",TRUE
"RXK02","CITY HOSPITAL","RXK",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RLW01",TRUE
"RXL01","BLACKPOOL VICTORIA HOSPITAL","RXL",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RML01",TRUE
"RXN01","CHORLEY & SOUTH RIBBLE HOSPITAL","RXN",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RJU01",TRUE
"RXN02","ROYAL PRESTON HOSPITAL","RXN",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RMF02",TRUE
"RXPBA","BISHOP AUCKLAND HOSPITAL","RXP",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RTABA",TRUE
"RXPCC","CHESTER LE STREET HOSPITAL","RXP",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RR9CC",TRUE
"RXPCP","UNIVERSITY HOSPITAL OF NORTH DURHAM","RXP",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RR9CP",TRUE
"RXPCW","SHOTLEY BRIDGE HOSPITAL SITE","RXP",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RR9CW",TRUE
"RXPDA","DARLINGTON MEMORIAL HOSPITAL","RXP",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RTADA",TRUE
"RXPVR","SPIRE HOSPITAL WASHINGTON","RXP",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RXQ02","STOKE MANDEVILLE HOSPITAL","RXQ",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RXQ50","WYCOMBE HOSPITAL","RXQ",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RH250",TRUE
"RXR10","BURNLEY GENERAL HOSPITAL","RXR",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RXR51",TRUE
"RXR20","ROYAL BLACKBURN HOSPITAL","RXR",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RXWAS","ROYAL SHREWSBURY HOSPITAL","RXW",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RLZ01",TRUE
"RXWAT","THE PRINCESS ROYAL HOSPITAL","RXW",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RKF11",TRUE
"RY608","ST. JAMES' UNIVERSITY HOSPITAL","RY6",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RYJ01","ST MARY'S HOSPITAL (HQ)","RYJ",TRUE,TRUE,"Active",TRUE,"RC2","RO198",NA,TRUE
"RYJ02","CHARING CROSS HOSPITAL","RYJ",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RQN01",TRUE
"RYJ03","HAMMERSMITH HOSPITAL","RYJ",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RQN02",TRUE
"RYJ04","QUEEN CHARLOTTE'S HOSPITAL","RYJ",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RQN03",TRUE
"RYPA4","WREXHAM MAELOR HOSPITAL","RYP",TRUE,FALSE,"Inactive",TRUE,"RC2","RO198",NA,TRUE
"RYR16","ST RICHARD'S HOSPITAL","RYR",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RXH58",TRUE
"RYR18","WORTHING HOSPITAL","RYR",TRUE,TRUE,"Active",TRUE,"RC2","RO198","RPR08",TRUE
"TAN55","SCARTHO MEDICAL CENTRE","TAN",TRUE,TRUE,"Inactive",FALSE,"RC2","RO108",NA,TRUE
"YK301","NOBLES HOSPITAL","YK3",TRUE,TRUE,"Active",FALSE,"RC2","RO140",NA,TRUE
"Z1020",NA,"Z10",TRUE,FALSE,"not in ODS",FALSE,NA,NA,NA,FALSE
